Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07,,,,,,
Bratz: The Movie,Wii,2007.0,Simulation,THQ,0.23,0.01,0.0,0.02,0.26,,,5,6.0,Blitz Games,E
Ratchet & Clank Collection,PS3,2012.0,Action,Sony Computer Entertainment,0.47,0.13,0.02,0.1,0.72,,,,,,
Apache: Air Assault,PC,2010.0,Simulation,Just Flight,0.0,0.03,0.0,0.0,0.03,64.0,7.0,7.5,18.0,Gaijin Entertainment,T
Gretzky NHL 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,62.0,24.0,tbd,,Page 44 Studios,E10+
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,14.0,6.1,19.0,Arc System Works,T
Shin Hayarigami 2,PS4,2016.0,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,,,,,,
Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9,274.0,Big Huge Games,T
Prototype: Biohazard Bundle,XOne,2016.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,56.0,4.0,3.1,14.0,Radical Entertainment,M
Finding Nemo,PS2,2003.0,Action,THQ,1.26,0.6,0.05,0.18,2.09,,,,,,
Super Jinsei Game 2,SNES,1995.0,Misc,Takara,0.0,0.0,0.05,0.0,0.05,,,,,,
Little Busters! Converted Edition,PS2,2009.0,Adventure,Prototype,0.0,0.0,0.05,0.0,0.05,,,,,,
Mario Party 6,GC,2004.0,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71.0,33.0,7.9,51.0,Hudson Soft,E
Star Wars: Lethal Alliance,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,31.0,7,7.0,Ubisoft Montreal,T
Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,
Chicken Blaster,DS,2009.0,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,Zoo Games,E10+
Frogger: The Great Quest,PS2,2001.0,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,32.0,6.0,4.6,29.0,Konami,E
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,672.0,Ubisoft Montreal,M
McGrath Vs. Pastrana Freestyle Motocross,PS,2000.0,Racing,Acclaim Entertainment,0.14,0.1,0.0,0.02,0.26,,,,,,
The Croods: Prehistoric Party!,DS,2013.0,Misc,D3Publisher,0.03,0.04,0.0,0.01,0.07,,,,,,
Onimusha Tactics,GBA,2003.0,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08,64.0,21.0,8.7,7.0,Capcom,T
Winning Post 7: Maximum 2007,PS2,2007.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5,25.0,Ubisoft Quebec,T
Martian Panic,Wii,2010.0,Adventure,Unknown,0.08,0.0,0.0,0.0,0.08,,,tbd,,N-Fusion Interactive Entertainment Corp.,T
Xenoblade Chronicles,3DS,2015.0,Role-Playing,Nintendo,0.27,0.14,0.12,0.04,0.56,,,,,,
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,,,tbd,,"Vicious Cycle, Little Orbit",E10+
Off-World Interceptor Extreme,PS,1995.0,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17,,,,,,
Tales of the World: Narikiri Dungeon 2,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,
Tales of Phantasia: Narikiri Dungeon X,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,,,,,
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003.0,Adventure,Square Enix,0.0,0.0,0.36,0.01,0.37,,,,,,
Winning Post 7 2013,PSV,2013.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
NBA 07,PSP,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,24.0,7,5.0,SCEA,E
Dragon Quest V: Tenkuu no Hanayome,SNES,1992.0,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79,,,,,,
TigerShark,PS,1997.0,Simulation,GT Interactive,0.04,0.03,0.0,0.0,0.07,,,,,,
Boxing,PS,2000.0,Fighting,Midas Interactive Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,
Invasion From Beyond,PS,1998.0,Shooter,GT Interactive,0.05,0.03,0.0,0.01,0.09,,,,,,
Persona 4: Arena Ultimax,X360,2014.0,Fighting,Atlus,0.06,0.01,0.0,0.01,0.08,85.0,15.0,7.4,35.0,Arc System Works,T
Infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.15,74.0,49.0,8.3,30.0,Planet Moon Studios,M
Zoo Resort 3D,3DS,2011.0,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25,,,tbd,,AQ Interactive,E
Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,75.0,26.0,8,7.0,Namco,T
Winning Post 7 2013,PS3,2013.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,
Tiger Woods PGA Tour 09,PS2,2008.0,Sports,Electronic Arts,0.16,0.0,0.0,0.21,0.37,,,4.3,11.0,EA Tiburon,E
NBA Live 2002,XB,2001.0,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,76.0,15.0,7.5,6.0,Electronic Arts,E
IA/VT Colorful,PSV,2015.0,Misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Transformers: War for Cybertron -- Decepticons,DS,2010.0,Action,Activision,0.11,0.01,0.0,0.01,0.12,,,,,,
Robotech: Battlecry,GC,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,74.0,11.0,8.4,5.0,Vicious Cycle,T
X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,Activision,0.25,0.01,0.0,0.02,0.29,84.0,30.0,8.2,43.0,Vicarious Visions,T
Zendoku,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,68.0,13.0,tbd,,Zoonami Ltd.,E
Back to the Future: The Game,PS3,2011.0,Adventure,Telltale Games,0.07,0.01,0.0,0.01,0.09,66.0,5.0,6.8,51.0,Telltale Games,
Vertigo,Wii,2009.0,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,66.0,4.0,tbd,,Icon Games,E
Jim Henson's the Muppets: On With the Show!,GBA,2003.0,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14,,,,,,
High Heat Major League Baseball 2004,XB,2003.0,Sports,3DO,0.06,0.02,0.0,0.0,0.08,83.0,14.0,8.4,8.0,3DO,E
Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,51.0,22.0,6.6,120.0,Sonic Team,E10+
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008.0,Misc,Paon,0.0,0.0,0.01,0.0,0.01,,,,,,
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,Activision,1.38,0.05,0.0,0.02,1.45,,,,,,
Risen 3: Titan Lords,PS4,2015.0,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06,,,,,,
To Heart 2 DX Plus,PS3,2011.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,,,,,,
ATV Quad Kings,Wii,2009.0,Racing,Zoo Digital Publishing,0.2,0.0,0.0,0.01,0.22,33.0,4.0,tbd,,Beyond Reality,E
Virtua Tennis 4,PC,2011.0,Sports,Sega,0.0,0.03,0.0,0.01,0.04,66.0,5.0,7.3,43.0,Sega,E
LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,Disney Interactive Studios,0.29,0.27,0.0,0.06,0.62,71.0,16.0,7.3,20.0,Traveller's Tales,E10+
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,86.0,68.0,7.9,725.0,BioWare,M
Forsaken,PS,1998.0,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24,,,,,,
Cabela's Big Game Hunter (2008),Wii,2007.0,Sports,Activision,0.58,0.0,0.0,0.05,0.63,,,tbd,,MagicWand,T
BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,86.0,51.0,8.5,70.0,Arc System Works,T
Life is Strange,PS4,2016.0,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,85.0,23.0,8.6,672.0,DONTNOD Entertainment,M
Q-Ball: Billiards Master,PS2,2000.0,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,65.0,9.0,tbd,,Ornith,E
Wiffle Ball Advance,DS,2007.0,Sports,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,,,,,
Hakuouki: Shinsengumi Kitan,PS3,,Adventure,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,,
Overlord II,PS3,2009.0,Action,Codemasters,0.11,0.15,0.0,0.06,0.32,72.0,42.0,7.6,24.0,Triumph Studios,T
Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,14.0,3.8,29.0,Eutechnyx,T
Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,81.0,27.0,8.4,24.0,Midway,M
Dragon Ball: Revenge of King Piccolo,Wii,2009.0,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65.0,25.0,7.3,15.0,Media Vision,E10+
Medieval Games,Wii,2009.0,Action,Vir2L Studios,0.14,0.01,0.0,0.01,0.16,,,5.9,13.0,N-Fusion Interactive Entertainment Corp.,E10+
Hot Wheels: Battle Force 5,Wii,2009.0,Racing,Activision,0.17,0.0,0.0,0.01,0.18,,,tbd,,Sidhe Interactive,E10+
Iron Man 2,PSP,2010.0,Action,Sega,0.18,0.12,0.0,0.07,0.38,49.0,8.0,tbd,,High Voltage Software,T
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
The Crew,XOne,2014.0,Racing,Ubisoft,0.25,0.34,0.0,0.05,0.64,64.0,18.0,5.9,176.0,"Ubisoft Reflections, Ivory Tower",T
Karaoke Revolution Presents American Idol Encore 2,PS3,2008.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11,,,tbd,,Blitz Games,E10+
LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24,0.79,0.0,0.19,2.22,80.0,37.0,7.6,127.0,TT Games,E10+
Carnival Island,PS3,2011.0,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,66.0,25.0,5.2,5.0,Magic Pixel Games,E
Dragon Ball Z: Sagas,XB,2005.0,Fighting,Atari,0.18,0.05,0.0,0.01,0.24,51.0,11.0,6.1,8.0,Avalanche Software,T
Sky Odyssey,PS2,2000.0,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,79.0,18.0,8.4,9.0,CAProduction,E
Alvin and the Chipmunks,PS2,2007.0,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,33.0,5.0,4.5,6.0,Sensory Sweep,E
Championship Surfer,PS,2000.0,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,57.0,5.0,tbd,,Krome Studios,E
Road Trip: Shifting Gears,GBA,2002.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,,7.6,5.0,Takara,E
Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,
Zatch Bell! Mamodo Battles,PS2,2005.0,Fighting,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,,,,,,
Kidz Sports: Crazy Golf,Wii,2008.0,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.12,,,3.4,8.0,Data Design Interactive,E
NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,90.0,5.0,6.8,130.0,Visual Concepts,E
LEGO Marvel's Avengers,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32,,,5.7,6.0,TT Games,E10+
Final Fantasy II,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,,,,,
Dungeon Keeper 2,PC,1999.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.05,,,8.8,100.0,Bullfrog Productions,M
Detective Conan: Prelude from the Past,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Tomb Raider (2013),XOne,2014.0,Action,Square Enix,0.35,0.21,0.0,0.05,0.61,,,,,,
Whirl Tour,PS2,2002.0,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,58.0,9.0,7,5.0,Papaya Studios,E
Sherlock Holmes: Secret of The Silver Earring,Wii,2010.0,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.0,0.04,,,,,,
Cookie & Cream,DS,2007.0,Platform,505 Games,0.01,0.0,0.0,0.0,0.02,,,,,,
Missile Command,PS,1999.0,Shooter,Atari,0.25,0.17,0.0,0.03,0.45,,,,,,
KimiKiss,PS2,2006.0,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,,,,,,
Kessen II,PS2,2001.0,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,71.0,15.0,8.3,22.0,Koei,T
SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,,,tbd,,Electronic Arts,E
Monster High: New Ghoul in School,Wii,2015.0,Action,Little Orbit,0.0,0.01,0.0,0.0,0.01,,,tbd,,"Torus Games, Little Orbit",E
UFC: Sudden Impact,PS2,2004.0,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18,54.0,29.0,7.7,7.0,Opus,T
High School Musical 3: Senior Year DANCE!,X360,2008.0,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.02,0.2,,,,,,
Sid Meier's Civilization Revolution,X360,2008.0,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.83,84.0,55.0,7.8,171.0,Firaxis Games,E10+
LEGO Battles: Ninjago,DS,2011.0,Strategy,Warner Bros. Interactive Entertainment,1.02,0.32,0.0,0.11,1.45,59.0,14.0,6.9,11.0,Hellbent Games,E
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,,,,,,
Destroy All Humans! Path of the Furon,PS3,2009.0,Action,THQ,0.0,0.08,0.0,0.01,0.08,,,,,,
Vampire Rain,X360,2007.0,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,38.0,45.0,2.9,44.0,Artoon,M
Centipede: Infestation,Wii,2011.0,Shooter,Atari,0.05,0.0,0.0,0.0,0.05,,,tbd,,WayForward,E10+
Spore Hero Arena,DS,2009.0,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.19,49.0,11.0,2.6,8.0,Full Fat,E
Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.15,57.0,7.0,6.3,6.0,Ubisoft Casablanca,E10+
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,Namco,T
Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80.0,54.0,7.3,84.0,Crystal Dynamics,T
Strongest Tokyo University Shogi DS,DS,1985.0,Action,Mycom,0.0,0.0,0.02,0.0,0.02,,,,,,
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,2008.0,Adventure,System Soft,0.0,0.0,0.02,0.0,0.02,,,,,,
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,Rockstar Leeds,E10+
Ninjatown,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.13,80.0,40.0,8.3,21.0,"Venan Entertainment, Cashmere Prod.",E
Power Pro Kun Pocket 11,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,,,,,,
Assault: Retribution,PS,1998.0,Action,Telstar,0.07,0.05,0.0,0.01,0.13,,,,,,
Vacation Isle: Beach Party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,,,tbd,,Farsight Studios,E
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010.0,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,
Superman: The Man of Steel,XB,2002.0,Action,Atari,0.1,0.03,0.0,0.0,0.13,44.0,19.0,6,11.0,Circus Freak,T
Harry Potter and the Half-Blood Prince,DS,2009.0,Action,Electronic Arts,0.2,0.34,0.0,0.07,0.61,48.0,9.0,4.3,7.0,EA Bright Light,E
Kouchuu Ouja Mushi King: Super Collection,DS,2007.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
Lips: I Love The 80s,X360,2010.0,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,,,,,,
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016.0,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,,
Assassin's Creed,PC,2008.0,Adventure,Ubisoft,0.01,0.83,0.0,0.07,0.91,,,,,,
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,,,,,
Power Pro Kun Pocket 9,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,
Super Mario World,SNES,1990.0,Platform,Nintendo,12.78,3.75,3.54,0.55,20.61,,,,,,
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,69.0,29.0,8.8,4.0,Krome Studios,E
Disney Princess: Enchanted Journey,PS2,2007.0,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23,,,tbd,,Papaya Studios,E
Genkai Tokki Monster Monpiece,PSV,2013.0,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,,,,,,
Rapala Pro Fishing,GBA,2004.0,Sports,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,,,tbd,,Torus Games,E
Legend of Legaia,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,,,,,,
Port Royale 3,PS3,,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,,,8.9,9.0,Kalypso,T
NBA 2K8,X360,2007.0,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,81.0,33.0,7,28.0,Visual Concepts,E
The Legend of Kage 2,DS,2008.0,Action,Square Enix,0.07,0.0,0.0,0.0,0.07,70.0,21.0,6.3,4.0,Taito Corporation,E10+
Warship Gunner 2,PS2,2006.0,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,62.0,13.0,8.5,11.0,Micro Cabin,T
Natural Doctrine,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,,8.1,17.0,Kadokawa,M
Tube Slider,GC,,Racing,Unknown,0.02,0.0,0.0,0.0,0.02,62.0,21.0,tbd,,Nd Cube,E
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014.0,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,,
Mazes of Fate DS,DS,2008.0,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04,,,tbd,,Sabarasa Entertainment,T
Gobliiins 4,PC,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01,54.0,13.0,,,Societe Pollene,
NBA Live 14,XOne,2013.0,Sports,Electronic Arts,0.16,0.02,0.0,0.02,0.2,36.0,14.0,3.1,88.0,EA Sports,E
The Spiderwick Chronicles,DS,2008.0,Action,Vivendi Games,0.07,0.0,0.0,0.01,0.08,60.0,8.0,tbd,,Stormfront Studios,E10+
Guilty Gear,PS,1998.0,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,,,,,,
Shellshock,PS,1995.0,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.1,,,,,,
Backyard Sports: Sandlot Sluggers,X360,2010.0,Sports,Atari,0.09,0.0,0.0,0.01,0.09,,,3.8,4.0,HB Studios Multimedia,E
Sid Meier's Civilization Revolution 2+,PSV,2015.0,Strategy,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,19.0,7.2,12.0,Netherock Ltd.,T
Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,79.0,44.0,7,10.0,Crystal Dynamics,T
Tetris DS,DS,2006.0,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84.0,56.0,8.7,44.0,Nintendo,E
Tak and the Power of Juju,GBA,2003.0,Platform,THQ,0.39,0.15,0.0,0.01,0.55,79.0,28.0,9.2,19.0,Avalanche Software,E
Prince of Persia: The Sands of Time,XB,2003.0,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,92.0,41.0,7.8,72.0,Ubisoft,T
Tiny Toon Adventures: The Great Beanstalk,PS,1998.0,Misc,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,,,,,,
RollerCoaster Tycoon: Gold Edition,PC,2002.0,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02,,,tbd,,Infogrames,E
GRID Autosport,PS3,2014.0,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0,Codemasters,E
Farm Frenzy 3,PC,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,,,tbd,,"Alawar Entertainment, Inc, Alawar Entertainment",E
New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0,Nintendo,E
Invizimals: The Lost Kingdom,PS3,2013.0,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,50.0,16.0,5,14.0,Magenta Software,E10+
Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,21.0,8.2,93.0,"THQ, 1C, 1C Company",T
Hexyz Force,PSP,2009.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,68.0,13.0,7.3,21.0,Sting,T
X-Men: Destiny,X360,2011.0,Action,Activision,0.18,0.04,0.0,0.02,0.24,47.0,51.0,5,72.0,Silicon Knights,T
WWE SmackDown vs Raw 2008,PSP,2007.0,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,68.0,11.0,7.8,15.0,Yuke's,T
Super Mario Galaxy 2,Wii,2010.0,Platform,Nintendo,3.56,2.35,0.98,0.62,7.51,97.0,87.0,9.1,1854.0,Nintendo EAD Tokyo,E
Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.83,57.0,11.0,6.7,28.0,Ubisoft,T
Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,62.0,27.0,6.9,8.0,Clover Studio,T
Scooby-Doo! First Frights,PS2,2009.0,Action,Warner Bros. Interactive Entertainment,0.14,0.03,0.0,0.16,0.33,,,,,,
NHL 07,XB,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,75.0,14.0,7.7,6.0,EA Sports,E10+
World of Tanks,X360,,Shooter,,0.0,0.03,0.0,0.0,0.03,,,5.2,9.0,Microsoft Game Studios,
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,
NHL 99,PS,1997.0,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.07,,,,,,
Zero Divide,PS,1995.0,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06,,,,,,
Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,65.0,11.0,7.8,76.0,KnowWonder,E
Yoru no Nai Kuni,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,
Mario Sports Mix,Wii,2010.0,Sports,Nintendo,0.88,0.44,0.63,0.12,2.08,64.0,54.0,7.1,34.0,Square Enix,E
Bogey: Dead 6,PS,1996.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,,,,,,
Puzzle City,DS,2009.0,Puzzle,Destineer,0.02,0.0,0.0,0.0,0.02,,,tbd,,Destineer,E
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.0,Sports,Sega,0.0,0.0,0.49,0.0,0.49,,,,,,
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Neversoft Entertainment,T
MindJack,X360,2011.0,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.09,43.0,42.0,1.2,116.0,FeelPlus,M
Paws & Claws: Pet Vet,Wii,2009.0,Simulation,THQ,0.09,0.0,0.0,0.01,0.1,,,,,,
Surf's Up,X360,2007.0,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,15.0,6.1,9.0,Ubisoft,E10+
Ski Region Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06,,,tbd,,Giants Software,
Donkey Kong Country Returns,Wii,2010.0,Platform,Nintendo,3.17,1.79,1.03,0.46,6.44,87.0,77.0,8.6,368.0,Retro Studios,E
Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.06,0.06,0.01,0.13,86.0,20.0,7.6,225.0,Square Enix,T
My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,4.0,7.6,7.0,Ubisoft Montreal,E
Cars 2,Wii,2011.0,Racing,Disney Interactive Studios,0.43,0.37,0.0,0.09,0.89,,,,,,
PokePark 2: Wonders Beyond,Wii,2011.0,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,18.0,7,27.0,Creatures Inc.,E
MLB 07: The Show,PS3,2007.0,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31,77.0,30.0,7.5,17.0,SCEA San Diego Studios,E
Lemmings,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.12,0.51,0.0,0.23,0.86,76.0,46.0,7.9,14.0,Team 17,E
